INDX,wave,group,id,keep,obs_filter,dir_const,travel,Block Group,duration,speed,driveduration,stopduration,Telephone,Texting,Smoking,Belt,Pass,Agman,Agpassenger,Agother,total,begin_time1,end_time1,begin_time2,end_time2,begin_time3,end_time3,begin_time4,end_time4,begin_time5,end_time5,begin_time6,end_time6,begin_time7,end_time7,begin_time8,end_time8,begin_time9,end_time9,begin_time10,end_time10,begin_time11,end_time11,begin_time12,end_time12,arrival_time,e1,e2,e3,e4,e5,e6,e7,e8,e9,r1,r2,interviewer,startpoint,endpoint,starttime,endtime,travelcode,distance,direction
134,2nd wave - Non-anonimous,2nd wave - Treatment,134,1,Keep,Different directions,Akhaltsikhe-Tbilisi,Akhaltsikhe,162,76.97368622,152,10,1,0,0,0,29,1,0,0,31,9/29/2016 14:47,9/29/2016 15:17,9/29/2016 15:17,9/29/2016 15:47,9/29/2016 15:47,9/29/2016 15:58,9/29/2016 15:58,9/29/2016 16:47,9/29/2016 16:47,9/29/2016 17:17,9/29/2016 17:17,9/29/2016 17:29,,,,,,,,,,,,,9/29/2016 17:29,0,0,0,0,1,1,0,1,0,4,4,1836,Akhaltsikhe,Tbilisi,9/29/2016 14:47,9/29/2016 17:29,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
135,3rd wave - Anonimous,3rd wave - New or former control,135,1,Keep,Same direction or one trip only,Tbilisi-Terjola,Zestaponi,148,85.77777863,135,13,6,0,2,0,11,0,0,0,19,10/18/2016 11:12,10/18/2016 11:42,10/18/2016 11:42,10/18/2016 12:12,10/18/2016 12:12,10/18/2016 12:42,10/18/2016 12:42,10/18/2016 13:12,10/18/2016 13:12,10/18/2016 13:40,,,,,,,,,,,,,,,10/18/2016 13:40,0,-1,0,1,0,1,0,1,-1,4,4,1833,Tbilisi,Terjola,10/18/2016 11:12,10/18/2016 13:40,TBS-Terjola / Terjola--TBS,193,From Tbilisi
136,1st wave - Anonimous,1st wave - Control,136,1,Keep,Same direction or one trip only,Tbilisi-Tirdznisi,Gori,84,74.57142639,70,14,0,0,0,0,0,0,0,0,0,9/20/2016 10:21,9/20/2016 10:51,9/20/2016 10:51,9/20/2016 11:21,9/20/2016 11:21,9/20/2016 11:45,,,,,,,,,,,,,,,,,,,9/20/2016 11:45,1,-1,0,0,0,1,0,1,0,5,5,1839,Tbilisi,Tirdznisi,9/20/2016 10:21,9/20/2016 11:45,TBS-Tirdznisi / Tirdznisi--TBS,87,From Tbilisi
137,3rd wave - Anonimous,3rd wave - Former treatment,19,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,62,70,60,2,0,0,0,0,0,0,0,0,0,10/11/2016 10:15,10/11/2016 10:49,10/11/2016 10:49,10/11/2016 11:17,,,,,,,,,,,,,,,,,,,,,10/11/2016 11:18,1,1,0,0,0,1,0,1,0,5,5,1842,Gori,Tbilisi,10/11/2016 10:15,10/11/2016 11:17,TBS-Gori / Gori--TBS,70,To Tbilisi
138,1st wave - Anonimous,1st wave - Control,105,0,Drop,Observation filtered out,Odzisi-Tbilisi,Ksani,37,66.48648834,37,0,2,0,0,2,3,2,0,0,9,9/20/2016 15:35,9/20/2016 16:02,9/20/2016 16:02,9/20/2016 16:12,,,,,,,,,,,,,,,,,,,,,9/20/2016 16:12,0,0,0,0,1,0,0,1,0,2,2,1851,Odzisi,Tbilisi,9/20/2016 15:35,9/20/2016 16:12,TBS-Odzisi / Odzisi--TBS,41,To Tbilisi
139,3rd wave - Anonimous,3rd wave - Former treatment,139,1,Keep,Same direction or one trip only,Tbilisi-Telavi,Telavi,133,35.34883881,129,4,2,0,2,0,0,0,0,0,4,10/12/2016 10:14,10/12/2016 10:44,10/12/2016 10:44,10/12/2016 11:14,10/12/2016 11:14,10/12/2016 11:44,10/12/2016 11:44,10/12/2016 12:14,10/12/2016 12:14,10/12/2016 12:27,,,,,,,,,,,,,,,10/12/2016 12:27,1,-1,0,0,0,1,0,1,0,5,5,1828,Tbilisi,Telavi,10/12/2016 10:14,10/12/2016 12:27,TBS-Telavi / Telavi--TBS,76,From Tbilisi
140,3rd wave - Anonimous,3rd wave - New or former control,140,1,Keep,Same direction or one trip only,Chkoni-Tbilisi,Martvili,346,56.1971817,284,62,20,0,4,7,25,10,0,0,66,10/18/2016 15:50,10/18/2016 16:20,10/18/2016 16:20,10/18/2016 16:50,10/18/2016 16:50,10/18/2016 17:04,10/18/2016 17:20,10/18/2016 17:50,10/18/2016 17:50,10/18/2016 18:20,10/18/2016 18:20,10/18/2016 18:50,10/18/2016 18:50,10/18/2016 19:20,10/18/2016 19:20,10/18/2016 19:50,10/18/2016 19:50,10/18/2016 20:20,10/18/2016 20:20,10/18/2016 20:50,10/18/2016 20:50,10/18/2016 21:20,10/18/2016 21:20,10/18/2016 21:36,10/18/2016 22:07,1,1,0,0,0,1,0,1,0,1,2,1837,Chkoni,Tbilisi,10/18/2016 15:50,10/18/2016 21:36,TBS-Chkoni / Chkoni--TBS,266,To Tbilisi
141,1st wave - Anonimous,1st wave - Control,7,1,Keep,Same direction or one trip only,Tbilisi-Terjola,Zestaponi,161,79.31507111,146,15,9,0,0,0,2,9,0,0,20,9/21/2016 10:15,9/21/2016 10:45,9/21/2016 10:45,9/21/2016 11:15,9/21/2016 11:15,9/21/2016 11:45,9/21/2016 11:45,9/21/2016 12:15,9/21/2016 12:15,9/21/2016 12:45,9/21/2016 12:45,9/21/2016 12:56,,,,,,,,,,,,,9/21/2016 12:56,1,1,0,1,1,1,0,1,0,3,3,1851,Tbilisi,Terjola,9/21/2016 10:15,9/21/2016 12:56,TBS-Terjola / Terjola--TBS,193,From Tbilisi
142,3rd wave - Anonimous,3rd wave - New or former control,30,1,Keep,Same direction or one trip only,Tbilisi-Borjomi,Borjomi,135,72,120,15,13,0,0,5,7,0,0,0,25,10/19/2016 9:35,10/19/2016 10:05,10/19/2016 10:05,10/19/2016 10:35,10/19/2016 10:35,10/19/2016 11:05,10/19/2016 11:05,10/19/2016 11:35,10/19/2016 11:35,10/19/2016 11:50,,,,,,,,,,,,,,,10/19/2016 11:50,1,1,-2,0,1,1,0,1,0,5,4,1841,Tbilisi,Borjomi,10/19/2016 9:35,10/19/2016 11:50,TBS-Borjomi / Borjomi--TBS,144,From Tbilisi
143,2nd wave - Non-anonimous,2nd wave - Treatment,143,1,Keep,Same direction or one trip only,Tbilisi-Lagodekhi,Lagodekhi,99,84.24242401,99,0,0,0,0,0,2,1,0,0,3,9/29/2016 11:20,9/29/2016 11:50,9/29/2016 11:50,9/29/2016 12:20,9/29/2016 12:20,9/29/2016 12:50,9/29/2016 12:50,9/29/2016 12:59,,,,,,,,,,,,,,,,,9/29/2016 12:59,1,1,0,0,0,1,0,1,0,5,5,1839,Tbilisi,Lagodekhi,9/29/2016 11:20,9/29/2016 12:59,TBS-Lagodekhi / Lagodekhi--TBS,139,From Tbilisi
144,3rd wave - Anonimous,3rd wave - New or former control,75,1,Keep,Same direction or one trip only,Tbilisi-Shrosha,Zestaponi,119,82.18487549,119,0,1,0,1,4,3,2,0,0,11,10/19/2016 10:30,10/19/2016 11:00,10/19/2016 11:00,10/19/2016 11:33,10/19/2016 11:33,10/19/2016 12:00,10/19/2016 12:00,10/19/2016 12:29,,,,,,,,,,,,,,,,,10/19/2016 12:29,1,1,0,0,1,1,0,0,0,3,3,1805,Tbilisi,Shrosha,10/19/2016 10:30,10/19/2016 12:29,TBS-Shrosha / Shrosha--TBS,163,From Tbilisi
145,3rd wave - Anonimous,3rd wave - Former treatment,122,1,Keep,Same direction or one trip only,Tbilisi-Akhmeta,Telavi,175,34.08283997,169,6,4,0,1,0,3,1,0,0,9,10/18/2016 9:10,10/18/2016 9:40,10/18/2016 9:40,10/18/2016 10:10,10/18/2016 10:10,10/18/2016 10:40,10/18/2016 10:40,10/18/2016 11:10,10/18/2016 11:10,10/18/2016 11:40,10/18/2016 11:40,10/18/2016 12:05,,,,,,,,,,,,,10/18/2016 12:05,1,-1,0,0,0,1,0,1,0,4,4,1818,Tbilisi,Akhmeta,10/18/2016 9:10,10/18/2016 12:05,TBS-Akhmeta / Akhmeta--TBS,96,From Tbilisi
146,2nd wave - Non-anonimous,2nd wave - Treatment,146,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,43,97.67441559,43,0,1,0,0,0,0,0,0,0,1,9/29/2016 11:20,9/29/2016 11:50,9/29/2016 11:50,9/29/2016 12:03,,,,,,,,,,,,,,,,,,,,,9/29/2016 12:03,1,-1,0,0,1,1,0,1,0,4,4,1833,Gori,Tbilisi,9/29/2016 11:20,9/29/2016 12:03,TBS-Gori / Gori--TBS,70,To Tbilisi
147,3rd wave - Anonimous,3rd wave - New or former control,147,1,Keep,Same direction or one trip only,Terjola-Tbilisi,Zestaponi,237,69.34131622,167,70,13,0,7,0,6,0,0,0,26,10/19/2016 14:06,10/19/2016 14:36,10/19/2016 14:36,10/19/2016 15:06,10/19/2016 15:06,10/19/2016 15:36,10/19/2016 15:36,10/19/2016 16:09,10/19/2016 16:09,10/19/2016 16:36,10/19/2016 16:36,10/19/2016 17:06,10/19/2016 17:06,10/19/2016 17:36,10/19/2016 17:36,10/19/2016 18:03,,,,,,,,,10/19/2016 18:04,1,1,0,1,0,1,0,0,1,2,1,1832,Terjola,Tbilisi,10/19/2016 14:06,10/19/2016 18:03,TBS-Terjola / Terjola--TBS,193,To Tbilisi
148,3rd wave - Anonimous,3rd wave - New or former control,148,1,Keep,Same direction or one trip only,Agara-Tbilisi,Gori,77,72.4675293,77,0,3,0,0,1,0,2,0,0,6,10/18/2016 17:40,10/18/2016 18:10,10/18/2016 18:10,10/18/2016 18:11,10/18/2016 18:41,10/18/2016 18:57,,,,,,,,,,,,,,,,,,,10/18/2016 18:57,1,-1,0,0,0,1,0,1,0,3,3,1834,Agara,Tbilisi,10/18/2016 17:40,10/18/2016 18:57,TBS-Agara / Agara--TBS,93,To Tbilisi
149,3rd wave - Anonimous,3rd wave - Former treatment,118,1,Keep,Same direction or one trip only,Tbilisi-Khashuri,Khashuri,74,95,72,2,0,0,0,0,3,1,0,0,4,10/11/2016 11:00,10/11/2016 11:30,10/11/2016 11:30,10/11/2016 12:00,10/11/2016 12:00,10/11/2016 12:14,,,,,,,,,,,,,,,,,,,10/11/2016 12:14,0,1,0,0,0,1,0,1,1,5,4,1841,Tbilisi,Khashuri,10/11/2016 11:00,10/11/2016 12:14,TBS-Khashuri / Khashuri--TBS,114,From Tbilisi
150,3rd wave - Anonimous,3rd wave - Former treatment,150,0,Drop,Observation filtered out,Tbilisi-Tsikhisdziri,Ksani,50,32.40000153,50,0,1,0,0,2,2,0,0,0,5,10/13/2016 11:00,10/13/2016 11:30,10/13/2016 11:30,10/13/2016 11:50,,,,,,,,,,,,,,,,,,,,,10/13/2016 11:50,1,1,0,0,0,1,0,1,0,3,3,1853,Tbilisi,Tsikhisdziri,10/13/2016 11:00,10/13/2016 11:50,TBS-Tsikhisdziri / Tsikhisdziri--TBS,27,From Tbilisi
151,2nd wave - Non-anonimous,2nd wave - Treatment,151,1,Keep,Same direction or one trip only,Tbilisi-Akhaltsikhe,Akhaltsikhe,163,76.47058868,153,10,4,0,0,6,0,0,0,0,10,9/28/2016 10:29,9/28/2016 10:59,9/28/2016 11:00,9/28/2016 11:30,9/28/2016 11:30,9/28/2016 12:00,9/28/2016 12:00,9/28/2016 12:31,9/28/2016 12:32,9/28/2016 13:01,9/28/2016 13:01,9/28/2016 13:12,,,,,,,,,,,,,9/28/2016 13:13,1,1,0,0,0,1,0,1,0,5,4,1805,Tbilisi,Akhaltsikhe,9/28/2016 10:29,9/28/2016 13:12,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,From Tbilisi
152,3rd wave - Anonimous,3rd wave - New or former control,152,1,Keep,Same direction or one trip only,Mukhrani-Tbilisi,Ksani,24,67.5,24,0,0,0,0,0,0,0,0,0,0,10/18/2016 15:30,10/18/2016 15:54,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 15:54,1,-1,0,0,0,1,0,1,0,5,5,1828,Mukhrani,Tbilisi,10/18/2016 15:30,10/18/2016 15:54,TBS-Mukhrani / Mukhrani--TBS,27,To Tbilisi
153,1st wave - Anonimous,1st wave - Control,153,1,Keep,Same direction or one trip only,Tbilisi-Gori,Gori,50,89.36170197,47,3,0,0,1,0,0,0,0,0,1,9/20/2016 13:16,9/20/2016 13:46,9/20/2016 13:46,9/20/2016 14:06,,,,,,,,,,,,,,,,,,,,,9/20/2016 14:06,1,-1,0,0,1,1,0,1,0,4,4,1833,Tbilisi,Gori,9/20/2016 13:16,9/20/2016 14:06,TBS-Gori / Gori--TBS,70,From Tbilisi
154,2nd wave - Non-anonimous,2nd wave - Treatment,154,1,Keep,Same direction or one trip only,Tbilisi-Kareli,Gori,71,78.26087189,69,2,0,0,0,0,1,0,0,0,1,9/28/2016 11:28,9/28/2016 11:58,9/28/2016 11:58,9/28/2016 12:28,9/28/2016 12:28,9/28/2016 12:39,,,,,,,,,,,,,,,,,,,9/28/2016 12:39,1,1,0,0,0,1,0,1,0,5,5,1833,Tbilisi,Kareli,9/28/2016 11:28,9/28/2016 12:39,TBS-Kareli / Kareli--TBS,90,From Tbilisi
155,1st wave - Anonimous,1st wave - Control,155,1,Keep,Same direction or one trip only,Akhaltsikhe-Tbilisi,Akhaltsikhe,166,75,156,10,1,0,2,0,28,13,0,0,44,9/21/2016 15:00,9/21/2016 15:30,9/21/2016 15:30,9/21/2016 16:00,9/21/2016 16:00,9/21/2016 16:30,9/21/2016 16:30,9/21/2016 17:00,9/21/2016 17:00,9/21/2016 17:30,9/21/2016 17:30,9/21/2016 17:46,,,,,,,,,,,,,9/21/2016 17:46,0,0,0,0,0,1,0,1,1,2,2,1838,Akhaltsikhe,Tbilisi,9/21/2016 15:00,9/21/2016 17:46,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
156,3rd wave - Anonimous,3rd wave - New or former control,156,1,Keep,Same direction or one trip only,Telavi-Tbilisi,Telavi,143,34.54545593,132,11,5,1,0,0,35,4,0,0,45,10/20/2016 17:10,10/20/2016 17:40,10/20/2016 17:40,10/20/2016 18:11,10/20/2016 18:11,10/20/2016 18:40,10/20/2016 18:40,10/20/2016 19:10,10/20/2016 19:10,10/20/2016 19:33,,,,,,,,,,,,,,,10/20/2016 19:50,0,0,0,0,1,1,0,1,0,3,3,1836,Telavi,Tbilisi,10/20/2016 17:10,10/20/2016 19:33,TBS-Telavi / Telavi--TBS,76,To Tbilisi
157,3rd wave - Anonimous,3rd wave - New or former control,157,1,Keep,Same direction or one trip only,Khovle-Tbilisi,Metekhi,68,56.25,64,4,0,0,0,3,2,1,0,0,6,10/11/2016 16:18,10/11/2016 16:48,10/11/2016 16:48,10/11/2016 17:18,10/11/2016 17:18,10/11/2016 17:26,,,,,,,,,,,,,,,,,,,10/11/2016 17:26,1,1,0,1,0,1,0,1,0,3,3,1824,Khovle,Tbilisi,10/11/2016 16:18,10/11/2016 17:26,TBS-Khovle / Khovle--TBS,60,To Tbilisi
158,2nd wave - Non-anonimous,2nd wave - Treatment,158,1,Keep,Same direction or one trip only,Tbilisi-Martvili,Martvili,245,70.93333435,225,20,0,0,0,0,1,0,0,0,1,9/27/2016 9:29,9/27/2016 9:59,9/27/2016 10:00,9/27/2016 10:29,9/27/2016 10:30,9/27/2016 10:59,9/27/2016 11:00,9/27/2016 11:30,9/27/2016 11:30,9/27/2016 11:46,9/27/2016 12:00,9/27/2016 12:30,9/27/2016 12:30,9/27/2016 12:59,9/27/2016 13:00,9/27/2016 13:30,9/27/2016 13:30,9/27/2016 13:34,,,,,,,9/27/2016 13:34,1,1,0,0,0,1,0,1,0,5,5,1835,Tbilisi,Martvili,9/27/2016 9:29,9/27/2016 13:34,TBS-Martvili / Martvili--TBS,266,From Tbilisi
159,3rd wave - Anonimous,3rd wave - New or former control,159,1,Keep,Same direction or one trip only,Kvareli-Tbilisi,Kvareli,130,61.5,120,10,6,0,0,1,2,1,0,0,10,10/13/2016 12:30,10/13/2016 13:00,10/13/2016 13:00,10/13/2016 13:30,10/13/2016 13:30,10/13/2016 14:00,10/13/2016 14:00,10/13/2016 14:30,10/13/2016 14:30,10/13/2016 14:40,,,,,,,,,,,,,,,10/13/2016 14:40,0,0,0,0,0,1,0,1,0,3,3,1838,Kvareli,Tbilisi,10/13/2016 12:30,10/13/2016 14:40,TBS-Kvareli / Kvareli--TBS,123,To Tbilisi
160,3rd wave - Anonimous,3rd wave - New or former control,160,1,Keep,Same direction or one trip only,Tbilisi-Sachkhere,Sachkhere,142,70.22222137,135,7,3,0,4,0,5,0,0,0,12,10/12/2016 8:55,10/12/2016 9:25,10/12/2016 9:25,10/12/2016 9:55,10/12/2016 9:55,10/12/2016 10:25,10/12/2016 10:25,10/12/2016 10:55,10/12/2016 10:55,10/12/2016 11:17,,,,,,,,,,,,,,,10/12/2016 11:21,1,1,0,0,0,1,0,1,0,5,5,1837,Tbilisi,Sachkhere,10/12/2016 8:55,10/12/2016 11:17,TBS-Sachkhere / Sachkhere--TBS,158,From Tbilisi
161,2nd wave - Non-anonimous,2nd wave - Treatment,96,1,Keep,Different directions,Khashuri-Tbilisi,Khashuri,76,91.19999695,75,1,0,0,1,0,0,1,0,0,2,9/28/2016 12:29,9/28/2016 12:59,9/28/2016 12:59,9/28/2016 13:29,9/28/2016 13:29,9/28/2016 13:45,,,,,,,,,,,,,,,,,,,9/28/2016 13:46,1,1,0,0,1,1,0,1,0,4,4,1824,Khashuri,Tbilisi,9/28/2016 12:29,9/28/2016 13:45,TBS-Khashuri / Khashuri--TBS,114,To Tbilisi
162,3rd wave - Anonimous,3rd wave - New or former control,90,1,Keep,Same direction or one trip only,Tbilisi-Mukhrani,Ksani,22,81,20,2,0,0,0,0,0,1,0,0,1,10/20/2016 11:40,10/20/2016 12:02,,,,,,,,,,,,,,,,,,,,,,,10/20/2016 12:03,1,1,0,0,0,1,0,1,0,5,5,1819,Tbilisi,Mukhrani,10/20/2016 11:40,10/20/2016 12:02,TBS-Mukhrani / Mukhrani--TBS,27,From Tbilisi
163,3rd wave - Anonimous,3rd wave - New or former control,163,1,Keep,Same direction or one trip only,Kutaisi-Tbilisi,Kutaisi,204,65.87628937,194,10,9,0,1,0,4,3,1,0,18,10/20/2016 18:00,10/20/2016 18:30,10/20/2016 18:30,10/20/2016 19:00,10/20/2016 19:00,10/20/2016 19:30,10/20/2016 19:30,10/20/2016 20:00,10/20/2016 20:00,10/20/2016 20:30,10/20/2016 20:30,10/20/2016 21:00,10/20/2016 21:00,10/20/2016 21:24,,,,,,,,,,,10/20/2016 21:24,1,1,0,0,0,1,0,1,0,3,3,1818,Kutaisi,Tbilisi,10/20/2016 18:00,10/20/2016 21:24,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
164,3rd wave - Anonimous,3rd wave - Former treatment,81,0,Drop,Observation filtered out,Abastumani-Tbilisi,Akhaltsikhe,230,66.06060791,198,32,0,0,0,0,7,2,0,0,9,10/13/2016 15:00,10/13/2016 15:30,10/13/2016 15:30,10/13/2016 16:00,10/13/2016 16:00,10/13/2016 16:30,10/13/2016 16:30,10/13/2016 17:00,10/13/2016 17:00,10/13/2016 17:30,10/13/2016 17:30,10/13/2016 18:00,10/13/2016 18:00,10/13/2016 18:30,10/13/2016 18:30,10/13/2016 18:50,,,,,,,,,10/13/2016 18:50,1,0,1,0,0,1,0,1,0,4,4,1819,Abastumani,Tbilisi,10/13/2016 15:00,10/13/2016 18:50,TBS-Abastumani / Abastumani--TBS,218,To Tbilisi
165,3rd wave - Anonimous,3rd wave - Former treatment,115,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,48,87.5,48,0,0,0,0,2,1,0,0,0,3,10/12/2016 16:26,10/12/2016 16:56,10/12/2016 16:56,10/12/2016 17:14,,,,,,,,,,,,,,,,,,,,,10/12/2016 17:14,1,1,0,1,1,1,0,1,0,5,4,1824,Gori,Tbilisi,10/12/2016 16:26,10/12/2016 17:14,TBS-Gori / Gori--TBS,70,To Tbilisi
166,2nd wave - Non-anonimous,2nd wave - Treatment,166,1,Keep,Same direction or one trip only,Chiatura-Tbilisi,Sachkhere,152,70.34482574,145,7,0,0,0,0,5,0,0,0,5,9/28/2016 13:45,9/28/2016 14:15,9/28/2016 14:15,9/28/2016 14:45,9/28/2016 14:45,9/28/2016 15:15,9/28/2016 15:15,9/28/2016 15:45,9/28/2016 15:45,9/28/2016 16:15,9/28/2016 16:15,9/28/2016 16:17,,,,,,,,,,,,,9/28/2016 16:17,1,1,0,0,0,1,0,1,0,5,5,1837,Chiatura,Tbilisi,9/28/2016 13:45,9/28/2016 16:17,TBS-Chiatura / Chiatura--TBS,170,To Tbilisi
167,3rd wave - Anonimous,3rd wave - Former treatment,150,1,Keep,Same direction or one trip only,Tsikhisdziri-Tbilisi,Ksani,45,36,45,0,1,0,0,2,0,1,0,0,4,10/13/2016 12:07,10/13/2016 12:37,10/13/2016 12:37,10/13/2016 12:52,,,,,,,,,,,,,,,,,,,,,10/13/2016 12:52,1,1,0,0,0,1,0,1,0,3,3,1853,Tsikhisdziri,Tbilisi,10/13/2016 12:07,10/13/2016 12:52,TBS-Tsikhisdziri / Tsikhisdziri--TBS,27,To Tbilisi
168,2nd wave - Non-anonimous,2nd wave - Treatment,168,1,Keep,Same direction or one trip only,Mtskheta-Tbilisi,Mtskheta,22,27.27272797,22,0,0,0,0,0,0,0,0,0,0,9/29/2016 10:33,9/29/2016 10:55,,,,,,,,,,,,,,,,,,,,,,,9/29/2016 10:55,1,-1,1,0,0,1,0,1,0,5,5,1834,Mtskheta,Tbilisi,9/29/2016 10:33,9/29/2016 10:55,TBS-Mtskheta / Mtskheta--TBS,10,To Tbilisi
169,2nd wave - Non-anonimous,2nd wave - Treatment,169,1,Keep,Same direction or one trip only,Tbilisi-Kharagauli,Zestaponi,162,66.03773499,159,3,0,0,0,0,2,0,0,0,2,9/29/2016 9:45,9/29/2016 10:15,9/29/2016 10:15,9/29/2016 10:45,9/29/2016 10:45,9/29/2016 11:15,9/29/2016 11:15,9/29/2016 11:45,9/29/2016 11:45,9/29/2016 12:15,9/29/2016 12:16,9/29/2016 12:27,,,,,,,,,,,,,9/29/2016 12:28,0,1,0,0,1,0,0,1,0,3,3,1819,Tbilisi,Kharagauli,9/29/2016 9:45,9/29/2016 12:27,TBS-Kharagauli / Kharagauli--TBS,175,From Tbilisi
170,1st wave - Anonimous,1st wave - Control,170,1,Keep,Different directions,Tbilisi-Akhaltsikhe,Akhaltsikhe,162,75.97402954,154,8,2,0,0,0,2,1,0,0,5,9/21/2016 9:15,9/21/2016 9:45,9/21/2016 9:45,9/21/2016 10:15,9/21/2016 10:15,9/21/2016 10:45,9/21/2016 10:45,9/21/2016 10:45,9/21/2016 10:45,9/21/2016 11:45,9/21/2016 11:45,9/21/2016 11:57,,,,,,,,,,,,,9/21/2016 11:57,0,1,0,1,0,0,1,0,0,3,3,1819,Tbilisi,Akhaltsikhe,9/21/2016 9:15,9/21/2016 11:57,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,From Tbilisi
171,2nd wave - Non-anonimous,2nd wave - Treatment,171,1,Keep,Same direction or one trip only,Akhalkalaki-Tbilisi,Metekhi,72,40,72,0,0,0,0,0,0,0,0,0,0,9/29/2016 10:34,9/29/2016 11:04,9/29/2016 11:04,9/29/2016 11:34,9/29/2016 11:34,9/29/2016 11:46,,,,,,,,,,,,,,,,,,,9/29/2016 11:54,1,0,0,0,0,1,0,1,0,3,3,1810,Akhalkalaki,Tbilisi,9/29/2016 10:34,9/29/2016 11:46,TBS-Akhalkalaki / Akhalkalaki--TBS,48,To Tbilisi
172,1st wave - Anonimous,1st wave - Control,172,1,Keep,Same direction or one trip only,Metekhi-Tbilisi,Metekhi,50,60,43,7,0,0,0,1,0,1,0,0,2,9/20/2016 12:16,9/20/2016 12:16,9/20/2016 12:46,9/20/2016 13:06,,,,,,,,,,,,,,,,,,,,,9/20/2016 13:06,1,1,0,0,0,1,0,1,0,5,5,1842,Metekhi,Tbilisi,9/20/2016 12:16,9/20/2016 13:06,TBS-Metekhi / Metekhi--TBS,43,To Tbilisi
173,2nd wave - Non-anonimous,2nd wave - Treatment,173,1,Keep,Same direction or one trip only,Borjomi-Tbilisi,Borjomi,107,85.54455566,101,6,0,0,0,0,3,3,0,0,6,9/27/2016 13:03,9/27/2016 13:33,9/27/2016 13:33,9/27/2016 14:03,9/27/2016 14:03,9/27/2016 14:33,9/27/2016 14:33,9/27/2016 14:50,,,,,,,,,,,,,,,,,9/27/2016 14:51,1,0,0,0,1,1,0,1,0,5,4,1824,Borjomi,Tbilisi,9/27/2016 13:03,9/27/2016 14:50,TBS-Borjomi / Borjomi--TBS,144,To Tbilisi
174,2nd wave - Non-anonimous,2nd wave - Treatment,174,1,Keep,Same direction or one trip only,Tbilisi-Ozurgeti,Samtredia,265,69.7674408,258,7,5,0,0,0,0,0,0,0,5,9/27/2016 9:18,9/27/2016 9:48,9/27/2016 9:48,9/27/2016 10:18,9/27/2016 10:18,9/27/2016 10:48,9/27/2016 10:48,9/27/2016 11:18,9/27/2016 11:18,9/27/2016 11:48,9/27/2016 11:48,9/27/2016 12:18,9/27/2016 12:18,9/27/2016 12:48,9/27/2016 12:48,9/27/2016 13:18,9/27/2016 13:18,9/27/2016 13:43,,,,,,,9/27/2016 13:45,-1,-1,0,0,0,1,0,1,0,5,5,1834,Tbilisi,Ozurgeti,9/27/2016 9:18,9/27/2016 13:43,TBS-Ozurgeti / Ozurgeti--TBS,300,From Tbilisi
175,2nd wave - Non-anonimous,2nd wave - Treatment,175,1,Keep,Same direction or one trip only,Kutaisi-Tbilisi,Kutaisi,200,67.97872162,188,12,0,0,0,0,0,0,0,0,0,9/27/2016 15:35,9/27/2016 16:05,9/27/2016 16:05,9/27/2016 16:35,9/27/2016 16:35,9/27/2016 17:05,9/27/2016 17:05,9/27/2016 17:35,9/27/2016 17:35,9/27/2016 18:05,9/27/2016 18:05,9/27/2016 18:35,9/27/2016 18:35,9/27/2016 18:55,,,,,,,,,,,9/27/2016 19:12,1,1,0,0,0,1,0,1,0,5,5,1819,Kutaisi,Tbilisi,9/27/2016 15:35,9/27/2016 18:55,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
176,3rd wave - Anonimous,3rd wave - Former treatment,78,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,61,68.85246277,61,0,3,0,0,0,1,5,1,0,10,10/19/2016 13:44,10/19/2016 14:15,10/19/2016 14:15,10/19/2016 14:45,,,,,,,,,,,,,,,,,,,,,10/19/2016 14:45,0,1,0,0,1,1,0,1,0,3,3,1853,Gori,Tbilisi,10/19/2016 13:44,10/19/2016 14:45,TBS-Gori / Gori--TBS,70,To Tbilisi
177,3rd wave - Anonimous,3rd wave - Former treatment,177,1,Keep,Different directions,Tbilisi-Tsnori,Gurjaani,118,55.55555725,108,10,1,0,13,0,9,0,0,0,23,10/11/2016 9:37,10/11/2016 10:07,10/11/2016 10:07,10/11/2016 10:37,10/11/2016 10:37,10/11/2016 11:07,10/11/2016 11:07,10/11/2016 11:35,,,,,,,,,,,,,,,,,10/11/2016 11:35,1,-1,0,0,1,1,0,1,0,4,4,1839,Tbilisi,Tsnori,10/11/2016 9:37,10/11/2016 11:35,TBS-Tsnori / Tsnori--TBS,100,From Tbilisi
